,id,name,transit,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,street,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable
3280,5652403,Room in Clean/Quiet/Funky Space!,"3 to 4 minute walk to the Myrtle-Broadway JMZ which is convenient to get into Williamsburg, Lower East Side, Chinatown, Tribecca, and the West Side. 10 minute walk to the heart of Bushwick!",3999695,41210.0,,,0.0,1.0,0.0,"Brooklyn, NY, United States",Brooklyn,40.6956099999999,-73.93603,Apartment,Private room,2,1.0,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector""}",475,1,25,3,21 months ago,1,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,1,0,1,0,0.02,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3300,5691755,Charming West Village Apartment,All major subway lines are around the corner (red line) or down the street (blue and orange line).,24575626,41980.0,within a day,0.9,0.0,2.0,1.0,"New York, NY, United States",Manhattan,40.7339799999999,-74.00369,Apartment,Entire home/apt,4,1.5,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub}",450,1,0,2,4 days ago,1,17,42,42,260,3,0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,1,0,0,0.08,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3370,5825911,Stunning Brooklyn brownstone 20 mins to Manhattan,"Very convenient subway access. The house is minutes away from the Q, B, 2,3 and R trains. Atlantic Terminals, 10 minutes walk away, has the Long Island Rail Road that takes you down Long Island. You can easily get to Coney Island and other beaches on the subway from us.",22627992,41928.0,within a day,1.0,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.6768099999999,-73.97535,Townhouse,Entire home/apt,10,2.0,4,6,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",Other}",450,1,0,6,2 months ago,1,2,2,2,2,12,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,moderate,1,1,0,0,0.24,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
3375,5840936,Large Outdoor Patio Space for Small Events,"This neighborhood has a parking restrictions. Just 2.5 blocks ( 7 minutes) from the J train Kosciuskzo Street train station and near the B46, B52 and B38 buses.  The J train connects to the A, C, J, L and the 4, 5 and 6 lines. Easily accessible taxi service (Phone number hidden by Airbnb) This area has a ""Walk Score"" of 89 out of 100 and a ""Riders Paradise Score"" of 91 out of 100. This neighborhood has a parking restrictions.",16245414,41791.0,within an hour,0.96,0.0,4.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.6947599999999,-73.92359,Apartment,Entire home/apt,1,2.0,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Hot water"",""Host greets you""}",400,4,20,1,today,1,29,59,89,179,2,0,100.0,10.0,9.0,9.0,9.0,8.0,9.0,0,strict_14_with_grace_period,4,4,0,0,0.04,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1
3446,6004567,BEST LOCATION 12ST BY UNION SQUARE,"Perfect location, a few blocks away from all subways. A quick cab ride anywhere in the city.",28720717,42066.0,within a few hours,1.0,1.0,2.0,1.0,"New York, NY, United States",East Village,40.73235,-73.98646,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Long term stays allowed""}",499,2,20,30,3 months ago,1,0,27,57,332,11,6,96.0,9.0,9.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,2,2,0,0,0.52,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
3447,6004786,Lovely Soho / Village 1BR,"You can EASILY access nearly every train in NYC, as well as buses and a citibike stand right on the block.  Amazing neighborhoods like the West Village, Tribeca, Lower East Side, Chinatown, Soho, East Village, Greenwich Village, Chelsea, and Union Square are ALL within a 20-minute walk.  This location cannot be beat.",14477996,41748.0,,,0.0,1.0,1.0,"New York, NY, United States",Manhattan,40.72703,-74.00286,Apartment,Entire home/apt,4,1.0,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",350,2,20,2,23 months ago,1,0,0,0,0,10,0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,1,0,0,0.2,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1
3481,6056028,Central Park W Pristine Apartment,Bus and trains at your disposable within a block.,10622869,41622.0,within an hour,1.0,0.0,1.0,1.0,"New York, NY, United States",Upper West Side,40.78826,-73.96767,Apartment,Entire home/apt,4,1.0,2,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",499,1,0,1,a week ago,1,0,8,38,296,19,12,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,1,0,0,0.38,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1
3482,6059556,Beautifully renovated brownstone,There are several subway trains with in a 5 to 10 block walk. You can also order an Uber to any point in the city. There is street parking on the block.,1098902,40787.0,within a few hours,0.9,1.0,2.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.66955,-73.98174,Apartment,Entire home/apt,7,2.0,4,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",480,1,0,3,7 weeks ago,1,3,3,3,191,0,0,,,,,,,,0,flexible,2,2,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1
3506,6107289,Beautiful Brownstone in Greenpoint,"Williamsburg/Greenpoint  in Brooklyn is the best location to stay in NY. You are literally in front  of Manhattan and from here  you can  easily get to Manhattan by subway,  taxi and the most recommended way in the summer, by ferry with the East River Ferry. No need to be hot and crowded in the subway, instead you travel in 10 minutes from 35th street to Greenpoint by water, no traffic, no noise, no heat, just a beautiful view of NY.",13920011,41734.0,within an hour,1.0,0.0,2.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.72987,-73.95296,Apartment,Entire home/apt,6,2.5,3,6,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Game console"",""Hot water"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Host greets you""}",350,6,50,5,2 months ago,1,0,12,12,12,11,4,98.0,10.0,10.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,1,1,0,0,0.23,-1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3513,6129158,Large modern 1BR w/ Balcony!,,31796292,42117.0,,,0.0,1.0,1.0,"New York, NY, United States",Upper East Side,40.777,-73.95253,Apartment,Entire home/apt,4,1.0,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",350,1,0,1,51 months ago,1,0,0,0,0,0,0,,,,,,,,0,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1
3530,6169068,"Prime Park Slope Townhouse, 4 BR and Garden","Transportation: The area is served by six different subway lines that go into Manhattan and further into Brooklyn. We are a 7-minute walk to the F/G train 7th Avenue station; a 15-minute walk to Grand Army Plaza station where you can catch the 2 or 3 train; a 15-minute walk to the 7th Avenue/Flatbush Avenue stop on the Q or B train. By car or taxi it’s a 45-minute ride to JFK airport; 30 minutes to La Guardia. On-street parking is available, though you really don't need a car. Several rental car companies have branches nearby. Or, you can travel like a native and avail yourself of Brooklyn’s many bike paths. We are also one short subway stop, or a 30-minute walk, to the Barclays Center and the Brooklyn Academy of Music.",9773128,41580.0,within an hour,1.0,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.66798,-73.9761,House,Entire home/apt,6,2.5,4,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Outlet covers"",Bathtub,""High chair"",""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Extra space around bed"",""Accessible-height bed"",""Host greets you"",""Handheld shower head"",""Fixed grab bars for shower""}",345,5,25,30,4 months ago,1,0,13,43,156,0,0,,,,,,,,0,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1
3553,6220699,Amazing Airy Hs w Old World Details,"We are near the C and G trains. The C gets you to downtown Brooklyn in 2 stops, the Dumbo in 4, lower Manhattan in 5. The G gets you to Williamsburg in 4 stops, then into Queens.",770004,40726.0,within a few hours,1.0,0.0,2.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.68346,-73.96264,House,Entire home/apt,6,1.5,3,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",350,1,0,1,24 months ago,1,0,0,0,0,2,0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.04,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3585,6272125,NY Executive Apartment,,3773133,41187.0,,,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.7207,-73.96217,Apartment,Private room,2,1.0,1,1,Real Bed,"{Kitchen,Heating,Essentials}",380,1,0,1,51 months ago,1,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,1,0,1,0,0.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3631,6326865,Best of Carroll Gardens,"The subway is a two-minute walk away.  From the house, you can be in Manhattan in less than 15 minutes, and in less than 30 minutes you can be at the Museum of Modern Art and the theater district.",29594719,42081.0,,,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.6795,-73.99468,House,Entire home/apt,7,3.0,3,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",445,4,25,5,37 months ago,1,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.02,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1
3643,6344936,Modern 2-bedroom Loft in Greenpoint,"Greenpoint is walking distance to Williamsburg and a 20 minute ferry or subway via the ""G"" train at Greenpoint Avenue to Manhattan.",9680171,41575.0,,,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.73148,-73.95929,Loft,Entire home/apt,4,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher""}",350,1,0,3,43 months ago,1,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.02,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3646,6346456,Modern 1BR on Soho's Bowery,"Subway:  J,Z,B,D,N,R,6  are all closeby. Taxi:  Easy to find right outside the door! Bridge:  The Williamsburg Bridge is minutes away (Delancey); great if you planning on exploring Brooklyn too -- Williamsburg, Greenpoint, Dumbo -- just 15 minutes away!",32846930,42131.0,,,0.0,1.0,0.0,"New York, NY, United States",Manhattan,40.72098,-73.99493,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector""}",350,2,50,1,50 months ago,1,0,0,0,0,0,0,,,,,,,,0,moderate,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
3676,6377384,Spacius and quiet loft in Greenwich village,"Super easy access to plenty subways around, we have the A.C.E on the same block and the L train that will take you to Brooklyn. And few blocks away we have the 1.2.3 line.",1993978,40991.0,a few days or more,0.0,0.0,2.0,0.0,"New York, NY, United States",Chelsea,40.74068,-74.00346,Loft,Entire home/apt,4,1.0,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",495,4,0,5,21 months ago,1,0,0,0,0,8,0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,flexible,1,1,0,0,0.16,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3683,6385547,3 Bedroom Greenpoint Townhouse,"The G at Nassau is la 5 minute walk; the L train at Bedford an easy transfer or a 15 minute walk. Cabs are cheap and easy to get (especially by Uber, an easy, free app to download; you can hail a cab to the front door with a touch of a button and only pay an extra $2) but even better is the fact that this is the ideal area to act like a New Yorker and walk, walk, walk! It's pretty and pedestrian friendly to boot.",834483,40742.0,,,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.72833,-73.94781,House,Entire home/apt,7,2.5,3,3,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",350,4,50,3,37 months ago,1,0,0,0,0,15,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3686,6389473,1785 The Oldest Row House in New York.,,7202402,41455.0,within a day,0.7,0.0,2.0,0.0,"New York, NY, United States",Manhattan,40.71399,-73.99707,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Luggage dropoff allowed"",""Long term stays allowed""}",375,1,50,2,today,1,30,60,90,365,15,0,91.0,10.0,9.0,10.0,9.0,9.0,9.0,0,strict_14_with_grace_period,2,2,0,0,0.3,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1
3688,6390777,Bkln (Vinegar Hill) duplex w/garden,F train is a 6 minute walk away and water taxi's are just a little further down.,33317997,42137.0,,,0.0,1.0,0.0,"Brooklyn, NY, United States",DUMBO,40.70098,-73.9821099999999,Apartment,Entire home/apt,6,3.0,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",375,6,25,14,39 months ago,1,0,0,0,0,0,0,,,,,,,,0,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
3722,6428913,COBBLE HILL BROWNSTONE,So easy. You can drive and park on the street or you can take the nearby subway or hail a cab on the next street (Clinton Street).,13043852,41709.0,within a day,0.5,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.68477,-73.99825,Townhouse,Entire home/apt,8,3.0,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Hair dryer""}",400,6,25,6,4 weeks ago,1,19,43,43,85,5,0,96.0,9.0,9.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3729,6444554,3 bedrooms in Upper East Side with amazing terrace,"MTA 4,5,6,N,Q,R,F,W",7853594,41486.0,within an hour,1.0,0.0,3.0,1.0,"New York, NY, United States",Manhattan,40.76235,-73.9626,Apartment,Entire home/apt,6,2.5,3,3,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed""}",449,1,0,4,3 weeks ago,1,3,4,4,4,6,1,100.0,9.0,9.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,2,1,1,0,0.14,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1
3744,6458979,Beautiful Condo w/ Private Rooftop,"7 minute walk to the L train.  5 minute walk to the JMZ trains.  Also access to the water taxi, ferries, which are 5 blocks away.  Apart from that, Uber and Taxi's are readily available.",26408268,42024.0,within an hour,1.0,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.71161,-73.95957,Loft,Entire home/apt,6,1.0,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Gym,""Pets live on this property"",Cat(s),Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,Bathtub,""Room-darkening shades"",""Game console"",""Hot water"",""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",395,4,50,4,2 months ago,1,0,0,0,10,9,4,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,1,1,0,0,0.25,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1
3752,6466301,Entire rowhouse+garden+deck in Park Slope/Gowanus,"R train two blocks away at Union Street, Atlantic-Pacific-Barclays station 8 blocks away with every train you could possibly want (2/3/4/5/B/D/Q/N/R).",21176015,41892.0,within a day,1.0,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.67844,-73.98136,House,Entire home/apt,8,2.5,4,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,Other}",350,1,0,4,2 months ago,1,0,14,14,14,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.39,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
3758,6476426,3 Bedroom Downtown NYC loft,,25646971,42009.0,,,0.0,1.0,1.0,"New York, NY, United States",Financial District,40.71095,-74.00912,Loft,Entire home/apt,6,1.0,3,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Hot water"",Other}",400,4,100,2,3 weeks ago,1,19,44,44,44,8,2,83.0,9.0,9.0,10.0,9.0,10.0,9.0,0,strict_14_with_grace_period,1,1,0,0,0.19,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3763,6478459,Duplex 3BR SOHO Penthouse w.Terrace,"Very central location with many subways lines close by. Just a few blocks away you have the 1, A,C & E. And a 5-10 minutes walk away you also have the 6, B,D,F,M,N & R. There are Citibike stations very close by if you want to bike around the city. Just outside the house is a good street to grab a cab as they pass by there on most their routes. Uber Cars are always just 3 minutes away.",18897568,41845.0,,,0.0,1.0,1.0,"New York, NY, United States",Greenwich Village,40.72764,-74.00076,Apartment,Entire home/apt,6,4.0,3,3,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo}",499,4,65,5,39 months ago,1,0,0,0,0,3,0,100.0,10.0,9.0,9.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,1,0,0,0.06,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
